,Rented Bike Count,Hour,Temperature (C),Humidity (%),Wind speed (m/s),Visibility (10m),Dew point temperature (C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Holiday,Season__Autumn,Season__Spring,Season__Summer,Season__Winter,Weekday
2795,560,11,15.8,40.0,1.9,647,2.2,1.95,0.0,0.0,0,0,1,0,0,1
2796,586,12,16.7,47.0,2.4,620,5.3,1.76,0.0,0.0,0,0,1,0,0,1
2798,618,14,19.4,45.0,2.0,624,7.1,2.05,0.0,0.0,0,0,1,0,0,1
2799,636,15,19.9,45.0,2.7,676,7.6,1.79,0.0,0.0,0,0,1,0,0,1
2800,774,16,19.5,50.0,3.4,613,8.7,1.6,0.0,0.0,0,0,1,0,0,1
2801,960,17,18.4,54.0,3.2,605,8.9,1.05,0.0,0.0,0,0,1,0,0,1
2802,1521,18,16.8,60.0,3.1,580,8.9,0.46,0.0,0.0,0,0,1,0,0,1
2803,1020,19,15.0,67.0,2.6,452,8.9,0.07,0.0,0.0,0,0,1,0,0,1
2804,864,20,13.9,72.0,2.4,385,8.9,0.0,0.0,0.0,0,0,1,0,0,1
2805,866,21,13.4,73.0,1.5,325,8.6,0.0,0.0,0.0,0,0,1,0,0,1
2806,764,22,12.9,75.0,1.3,326,8.5,0.0,0.0,0.0,0,0,1,0,0,1
2807,527,23,12.4,74.0,1.5,356,7.8,0.0,0.0,0.0,0,0,1,0,0,1
2808,400,0,12.0,76.0,0.8,346,7.8,0.0,0.0,0.0,0,0,1,0,0,1
2809,337,1,11.6,74.0,1.2,374,7.1,0.0,0.0,0.0,0,0,1,0,0,1
2810,225,2,11.5,75.0,1.9,399,7.2,0.0,0.0,0.0,0,0,1,0,0,1
2811,150,3,10.9,79.0,0.8,383,7.3,0.0,0.0,0.0,0,0,1,0,0,1
2812,104,4,10.6,77.0,0.9,422,6.7,0.0,0.0,0.0,0,0,1,0,0,1
2813,107,5,10.2,80.0,0.8,366,6.8,0.0,0.0,0.0,0,0,1,0,0,1
2814,258,6,9.6,84.0,0.7,301,7.0,0.0,0.0,0.0,0,0,1,0,0,1
2815,741,7,9.6,82.0,1.1,284,6.6,0.04,0.0,0.0,0,0,1,0,0,1
2816,1353,8,10.3,77.0,0.7,341,6.4,0.37,0.0,0.0,0,0,1,0,0,1
2817,723,9,12.4,66.0,1.0,546,6.2,0.91,0.0,0.0,0,0,1,0,0,1
2818,494,10,14.7,62.0,2.9,684,7.4,1.59,0.0,0.0,0,0,1,0,0,1
2819,588,11,15.6,60.0,3.7,817,7.8,1.44,0.0,0.0,0,0,1,0,0,1
2820,629,12,16.5,57.0,3.8,881,7.9,1.55,0.0,0.0,0,0,1,0,0,1
2821,723,13,17.5,54.0,3.1,1065,8.0,1.63,0.0,0.0,0,0,1,0,0,1
2823,785,15,18.2,45.0,4.1,1908,6.0,1.86,0.0,0.0,0,0,1,0,0,1
2824,943,16,18.3,43.0,4.3,1931,5.4,1.3,0.0,0.0,0,0,1,0,0,1
2825,1221,17,17.6,45.0,4.2,1947,5.5,0.7,0.0,0.0,0,0,1,0,0,1
2826,1839,18,17.0,53.0,3.1,1855,7.3,0.35,0.0,0.0,0,0,1,0,0,1
2827,1288,19,16.0,60.0,2.8,1436,8.2,0.06,0.0,0.0,0,0,1,0,0,1
2828,1133,20,15.2,65.0,2.2,988,8.6,0.0,0.0,0.0,0,0,1,0,0,1
2829,1035,21,14.2,70.0,0.8,723,8.7,0.0,0.0,0.0,0,0,1,0,0,1
2830,907,22,13.6,73.0,2.0,644,8.8,0.0,0.0,0.0,0,0,1,0,0,1
2831,614,23,13.5,74.0,1.2,603,8.9,0.0,0.0,0.0,0,0,1,0,0,1
2832,466,0,13.4,77.0,1.5,537,9.4,0.0,0.0,0.0,0,0,1,0,0,1
2833,390,1,13.0,81.0,1.9,484,9.8,0.0,0.0,0.0,0,0,1,0,0,1
2834,254,2,12.9,83.0,1.6,369,10.0,0.0,0.0,0.0,0,0,1,0,0,1
2835,170,3,12.7,80.0,0.4,384,9.3,0.0,0.0,0.0,0,0,1,0,0,1
2836,109,4,12.8,81.0,0.2,418,9.6,0.0,0.0,0.0,0,0,1,0,0,1
2837,106,5,12.7,83.0,0.8,392,9.8,0.0,0.0,0.0,0,0,1,0,0,1
2838,274,6,12.6,83.0,0.5,332,9.7,0.0,0.0,0.0,0,0,1,0,0,1
2839,781,7,12.8,82.0,0.6,370,9.7,0.01,0.0,0.0,0,0,1,0,0,1
2840,1281,8,13.3,80.0,1.2,369,9.9,0.14,0.0,0.0,0,0,1,0,0,1
2841,757,9,13.5,79.0,1.9,382,9.9,0.2,0.0,0.0,0,0,1,0,0,1
2842,482,10,15.0,69.0,1.5,552,9.3,1.02,0.0,0.0,0,0,1,0,0,1
2843,583,11,16.1,63.0,1.2,555,9.0,1.08,0.0,0.0,0,0,1,0,0,1
2844,714,12,18.2,55.0,2.3,594,9.0,2.24,0.0,0.0,0,0,1,0,0,1
2847,781,15,20.8,42.0,3.1,576,7.4,2.1,0.0,0.0,0,0,1,0,0,1
2848,957,16,20.7,38.0,2.2,741,5.8,1.63,0.0,0.0,0,0,1,0,0,1
2849,1194,17,20.3,48.0,2.8,635,8.9,1.14,0.0,0.0,0,0,1,0,0,1
2850,1776,18,19.1,47.0,2.4,942,7.5,0.57,0.0,0.0,0,0,1,0,0,1
2851,1260,19,17.5,61.0,2.2,758,9.8,0.11,0.0,0.0,0,0,1,0,0,1
2852,1079,20,15.6,64.0,2.7,686,8.8,0.0,0.0,0.0,0,0,1,0,0,1
2853,1046,21,14.4,66.0,1.7,677,8.1,0.0,0.0,0.0,0,0,1,0,0,1
2854,949,22,13.3,71.0,2.1,581,8.1,0.0,0.0,0.0,0,0,1,0,0,1
2855,614,23,12.7,75.0,1.6,475,8.3,0.0,0.0,0.0,0,0,1,0,0,1
2856,490,0,11.8,78.0,0.6,438,8.0,0.0,0.0,0.0,0,0,1,0,0,1
2857,401,1,11.4,77.0,-0.7,466,7.5,0.0,0.0,0.0,0,0,1,0,0,1
2858,261,2,10.8,72.0,0.4,639,5.9,0.0,0.0,0.0,0,0,1,0,0,1
2859,184,3,10.3,68.0,0.7,887,4.6,0.0,0.0,0.0,0,0,1,0,0,1
2863,747,7,10.5,70.0,1.1,483,5.2,0.04,0.0,0.0,0,0,1,0,0,1
2864,1406,8,11.5,60.0,1.6,550,3.9,0.42,0.0,0.0,0,0,1,0,0,1
2865,772,9,13.7,46.0,1.3,972,2.2,1.08,0.0,0.0,0,0,1,0,0,1
2866,583,10,16.0,29.0,1.4,1708,-2.0,1.79,0.0,0.0,0,0,1,0,0,1
2872,1156,16,20.7,36.0,3.6,811,5.0,1.82,0.0,0.0,0,0,1,0,0,1
2873,1460,17,19.4,45.0,2.9,778,7.1,1.13,0.0,0.0,0,0,1,0,0,1
2874,1935,18,17.4,57.0,3.1,657,8.7,0.52,0.0,0.0,0,0,1,0,0,1
2875,1268,19,15.2,60.0,3.2,1081,7.4,0.09,0.0,0.0,0,0,1,0,0,1
2876,1045,20,14.3,63.0,2.6,936,7.3,0.0,0.0,0.0,0,0,1,0,0,1
2877,948,21,13.7,73.0,1.8,658,8.9,0.0,0.0,0.0,0,0,1,0,0,1
2878,880,22,12.7,76.0,1.5,521,8.5,0.0,0.0,0.0,0,0,1,0,0,1
2879,678,23,12.1,77.0,1.4,540,8.1,0.0,0.0,0.0,0,0,1,0,0,1
2880,537,0,11.7,77.0,1.3,588,7.7,0.0,0.0,0.0,0,0,1,0,0,0
2881,502,1,11.5,77.0,2.0,593,7.6,0.0,0.0,0.0,0,0,1,0,0,0
2882,397,2,11.0,73.0,1.5,816,6.3,0.0,0.0,0.0,0,0,1,0,0,0
2883,264,3,10.7,74.0,1.7,712,6.2,0.0,0.0,0.0,0,0,1,0,0,0
2884,163,4,10.4,73.0,1.7,801,5.7,0.0,0.0,0.0,0,0,1,0,0,0
2885,108,5,9.8,73.0,0.8,1098,5.1,0.0,0.0,0.0,0,0,1,0,0,0
2886,142,6,9.4,75.0,0.9,1117,5.1,0.0,0.0,0.0,0,0,1,0,0,0
2887,264,7,9.5,72.0,0.2,1017,4.6,0.04,0.0,0.0,0,0,1,0,0,0
2888,489,8,10.4,65.0,0.8,979,4.0,0.41,0.0,0.0,0,0,1,0,0,0
2889,642,9,12.6,57.0,0.9,859,4.2,0.98,0.0,0.0,0,0,1,0,0,0
2890,618,10,14.7,53.0,0.9,831,5.2,1.59,0.0,0.0,0,0,1,0,0,0
2891,824,11,16.7,45.0,1.9,1054,4.6,2.07,0.0,0.0,0,0,1,0,0,0
2895,1542,15,18.9,28.0,3.7,1769,0.0,2.09,0.0,0.0,0,0,1,0,0,0
2896,1578,16,18.0,32.0,3.0,1836,1.0,1.03,0.0,0.0,0,0,1,0,0,0
2897,1531,17,17.3,36.0,3.4,1722,2.0,0.8,0.0,0.0,0,0,1,0,0,0
2898,1391,18,16.6,33.0,2.6,1867,0.2,0.48,0.0,0.0,0,0,1,0,0,0
2899,1025,19,15.3,41.0,2.0,1751,2.1,0.08,0.0,0.0,0,0,1,0,0,0
2900,972,20,14.0,45.0,1.6,1729,2.2,0.0,0.0,0.0,0,0,1,0,0,0
2901,1010,21,13.3,48.0,1.6,1582,2.5,0.0,0.0,0.0,0,0,1,0,0,0
2902,922,22,12.8,52.0,1.5,1616,3.1,0.0,0.0,0.0,0,0,1,0,0,0
2903,655,23,12.4,63.0,1.3,1201,5.5,0.0,0.0,0.0,0,0,1,0,0,0
2904,579,0,12.1,70.0,0.8,1050,6.7,0.0,0.0,0.0,0,0,1,0,0,0
2905,453,1,11.7,74.0,0.5,979,7.2,0.0,0.0,0.0,0,0,1,0,0,0
2906,322,2,11.7,72.0,0.6,915,6.8,0.0,0.0,0.0,0,0,1,0,0,0
2907,221,3,11.9,71.0,0.7,853,6.7,0.0,0.0,0.0,0,0,1,0,0,0
2908,147,4,12.1,69.0,0.3,827,6.5,0.0,0.0,0.0,0,0,1,0,0,0
2909,96,5,12.3,65.0,0.5,1085,5.8,0.0,0.0,0.0,0,0,1,0,0,0
2910,110,6,12.4,61.0,0.4,1131,5.0,0.0,0.0,0.0,0,0,1,0,0,0
2911,169,7,12.5,62.0,0.4,1003,5.4,0.0,0.0,0.0,0,0,1,0,0,0
2912,342,8,12.9,64.0,1.5,778,6.2,0.06,0.0,0.0,0,0,1,0,0,0
2913,485,9,13.5,66.0,1.8,934,7.2,0.16,0.0,0.0,0,0,1,0,0,0
2914,566,10,14.7,61.0,2.0,945,7.2,0.64,0.0,0.0,0,0,1,0,0,0
2915,737,11,16.7,55.0,2.1,1182,7.6,1.37,0.0,0.0,0,0,1,0,0,0
2916,926,12,18.0,53.0,3.1,1350,8.2,1.53,0.0,0.0,0,0,1,0,0,0
2917,1156,13,17.9,60.0,2.2,1248,10.0,0.86,0.0,0.0,0,0,1,0,0,0
2918,1201,14,17.5,67.0,2.1,832,11.2,0.42,0.0,0.0,0,0,1,0,0,0
2919,1349,15,18.2,63.0,2.2,687,11.0,0.72,0.0,0.0,0,0,1,0,0,0
2920,1409,16,18.2,69.0,3.2,625,12.4,0.87,0.0,0.0,0,0,1,0,0,0
2921,1362,17,18.0,72.0,1.8,559,12.8,0.47,0.0,0.0,0,0,1,0,0,0
2922,1296,18,17.7,75.0,2.1,519,13.2,0.12,0.0,0.0,0,0,1,0,0,0
2923,1066,19,17.4,79.0,2.3,614,13.7,0.03,0.0,0.0,0,0,1,0,0,0
2924,984,20,17.1,80.0,1.5,480,13.6,0.0,0.0,0.0,0,0,1,0,0,0
2925,983,21,16.9,81.0,1.9,472,13.6,0.0,0.0,0.0,0,0,1,0,0,0
2926,841,22,16.7,83.0,2.4,416,13.7,0.0,0.0,0.0,0,0,1,0,0,0
2927,588,23,16.3,82.0,1.3,480,13.2,0.0,0.0,0.0,0,0,1,0,0,0
2928,468,0,16.1,80.0,1.9,605,12.6,0.0,0.0,0.0,0,0,1,0,0,1
2929,295,1,16.0,79.0,1.0,716,12.3,0.0,0.0,0.0,0,0,1,0,0,1
2930,155,2,15.7,81.0,1.4,694,12.4,0.0,0.0,0.0,0,0,1,0,0,1
2931,111,3,15.6,81.0,1.2,628,12.3,0.0,0.0,0.0,0,0,1,0,0,1
2932,86,4,15.7,79.0,1.2,628,12.0,0.0,0.0,0.0,0,0,1,0,0,1
2933,125,5,15.3,82.0,1.4,508,12.2,0.0,0.0,0.0,0,0,1,0,0,1
2934,359,6,14.9,81.0,0.4,580,11.6,0.0,0.0,0.0,0,0,1,0,0,1
2935,918,7,15.1,80.0,1.0,623,11.6,0.01,0.0,0.0,0,0,1,0,0,1
2936,1469,8,15.7,75.0,1.1,804,11.2,0.11,0.0,0.0,0,0,1,0,0,1
2937,806,9,16.6,70.0,1.5,945,11.0,0.3,0.0,0.0,0,0,1,0,0,1
2938,579,10,17.5,66.0,1.3,1059,11.0,0.55,0.0,0.0,0,0,1,0,0,1
2939,662,11,18.5,61.0,1.6,1301,10.8,0.95,0.0,0.0,0,0,1,0,0,1
2940,818,12,20.8,50.0,2.0,1240,9.9,1.82,0.0,0.0,0,0,1,0,0,1
2941,818,13,21.9,48.0,2.5,1113,10.3,2.14,0.0,0.0,0,0,1,0,0,1
2942,920,14,23.0,42.0,3.4,1315,9.3,2.1,0.0,0.0,0,0,1,0,0,1
2944,1218,16,23.0,47.0,4.1,1417,11.0,2.0,0.0,0.0,0,0,1,0,0,1
2945,1569,17,22.0,49.0,3.7,1582,10.7,1.28,0.0,0.0,0,0,1,0,0,1
2947,1779,19,19.1,60.0,3.4,1592,11.1,0.1,0.0,0.0,0,0,1,0,0,1
2948,1517,20,18.2,65.0,1.8,1563,11.5,0.0,0.0,0.0,0,0,1,0,0,1
2949,1503,21,17.9,64.0,2.1,1652,10.9,0.0,0.0,0.0,0,0,1,0,0,1
2950,1213,22,17.4,66.0,2.3,1565,10.9,0.0,0.0,0.0,0,0,1,0,0,1
2951,803,23,16.8,70.0,0.9,1426,11.2,0.0,0.0,0.0,0,0,1,0,0,1
2952,532,0,16.8,69.0,0.8,1395,11.0,0.0,0.0,0.0,0,0,1,0,0,1
2953,430,1,17.1,72.0,1.7,1353,12.0,0.0,0.0,0.0,0,0,1,0,0,1
2954,275,2,17.0,73.0,1.6,1184,12.1,0.0,0.0,0.0,0,0,1,0,0,1
2955,156,3,17.0,74.0,1.7,1294,12.3,0.0,0.0,0.0,0,0,1,0,0,1
2956,124,4,16.9,74.0,1.2,1199,12.2,0.0,0.0,0.0,0,0,1,0,0,1
2957,163,5,16.9,73.0,1.6,1275,12.0,0.0,0.0,0.0,0,0,1,0,0,1
2958,388,6,16.8,74.0,1.2,1265,12.1,0.0,0.0,0.0,0,0,1,0,0,1
2959,1033,7,16.8,73.0,1.0,1366,11.9,0.01,0.0,0.0,0,0,1,0,0,1
2960,1677,8,17.3,71.0,0.5,1481,11.9,0.17,0.0,0.0,0,0,1,0,0,1
2961,867,9,18.3,67.0,2.4,1375,12.0,0.55,0.0,0.0,0,0,1,0,0,1
2962,664,10,18.9,66.0,2.0,1298,12.4,0.85,0.0,0.0,0,0,1,0,0,1
2963,696,11,19.0,67.0,1.9,1062,12.7,0.52,0.0,0.0,0,0,1,0,0,1
2964,913,12,19.6,63.0,2.9,1034,12.3,0.68,0.0,0.0,0,0,1,0,0,1
2965,870,13,20.1,61.0,2.6,1117,12.3,1.01,0.0,0.0,0,0,1,0,0,1
2966,931,14,21.0,53.0,3.2,1306,11.0,1.12,0.0,0.0,0,0,1,0,0,1
2967,961,15,19.9,58.0,2.5,1348,11.3,0.51,0.0,0.0,0,0,1,0,0,1
2968,1173,16,19.7,58.0,3.7,1302,11.1,0.78,0.0,0.0,0,0,1,0,0,1
2969,1436,17,19.7,57.0,2.6,1302,10.9,0.54,0.0,0.0,0,0,1,0,0,1
2970,2134,18,18.9,68.0,3.3,1326,12.8,0.12,0.0,0.0,0,0,1,0,0,1
2971,1415,19,18.0,74.0,3.1,1258,13.2,0.02,0.0,0.0,0,0,1,0,0,1
2972,1470,20,17.3,80.0,2.4,927,13.8,0.0,0.0,0.0,0,0,1,0,0,1
2973,1223,21,17.0,83.0,3.2,744,14.0,0.0,0.0,0.0,0,0,1,0,0,1
2974,1030,22,16.0,85.0,2.0,409,13.4,0.0,0.0,0.0,0,0,1,0,0,1
2975,454,23,15.0,94.0,1.6,163,14.0,0.0,0.0,0.0,0,0,1,0,0,1
2977,113,1,14.8,96.0,1.7,209,14.1,0.0,0.0,0.0,0,0,1,0,0,1
2983,665,7,10.3,90.0,1.2,2000,8.7,0.01,0.0,0.0,0,0,1,0,0,1
2984,1284,8,10.3,86.0,2.5,2000,8.0,0.15,0.0,0.0,0,0,1,0,0,1
2985,378,9,10.4,81.0,1.4,2000,7.2,0.36,0.0,0.0,0,0,1,0,0,1
2986,505,10,10.7,81.0,1.4,2000,7.5,0.57,0.0,0.0,0,0,1,0,0,1
2987,744,11,12.8,65.0,2.0,2000,6.3,1.76,0.0,0.0,0,0,1,0,0,1
2992,1413,16,17.9,42.0,1.1,2000,4.7,2.25,0.0,0.0,0,0,1,0,0,1
2993,1745,17,17.2,46.0,2.2,2000,5.4,1.6,0.0,0.0,0,0,1,0,0,1
2995,1626,19,14.3,53.0,2.1,2000,4.8,0.17,0.0,0.0,0,0,1,0,0,1
2996,1374,20,12.8,56.0,2.0,2000,4.2,0.0,0.0,0.0,0,0,1,0,0,1
2997,1256,21,11.8,57.0,1.9,2000,3.5,0.0,0.0,0.0,0,0,1,0,0,1
2998,1041,22,10.9,58.0,1.5,2000,2.9,0.0,0.0,0.0,0,0,1,0,0,1
2999,668,23,10.2,58.0,2.4,2000,2.2,0.0,0.0,0.0,0,0,1,0,0,1
3000,436,0,9.5,61.0,1.7,2000,2.3,0.0,0.0,0.0,0,0,1,0,0,1
3001,373,1,9.0,62.0,1.9,2000,2.0,0.0,0.0,0.0,0,0,1,0,0,1
3002,220,2,9.0,63.0,2.1,2000,2.3,0.0,0.0,0.0,0,0,1,0,0,1
3003,150,3,8.9,64.0,2.2,2000,2.4,0.0,0.0,0.0,0,0,1,0,0,1
3004,87,4,8.8,65.0,2.5,2000,2.5,0.0,0.0,0.0,0,0,1,0,0,1
3009,129,9,6.8,89.0,2.9,2000,5.1,0.07,0.0,0.0,0,0,1,0,0,1
3010,95,10,7.1,87.0,2.9,2000,5.0,0.15,0.0,0.0,0,0,1,0,0,1
3011,47,11,7.1,93.0,2.6,697,6.0,0.19,0.0,0.0,0,0,1,0,0,1
3013,84,13,7.7,95.0,1.9,442,6.9,0.4,0.0,0.0,0,0,1,0,0,1
3014,46,14,8.0,95.0,1.5,514,7.2,0.35,0.0,0.0,0,0,1,0,0,1
3018,75,18,7.6,96.0,2.0,660,6.9,0.04,0.0,0.0,0,0,1,0,0,1
3020,56,20,7.3,96.0,1.9,2000,6.6,0.0,0.0,0.0,0,0,1,0,0,1
3022,77,22,7.2,96.0,1.0,700,6.5,0.0,0.0,0.0,0,0,1,0,0,1
3030,178,6,6.1,96.0,2.1,798,5.5,0.0,0.0,0.0,0,0,1,0,0,1
3031,591,7,5.7,95.0,3.4,1136,4.9,0.02,0.0,0.0,0,0,1,0,0,1
3032,1235,8,5.9,90.0,2.8,1820,4.3,0.32,0.0,0.0,0,0,1,0,0,1
3033,719,9,6.9,83.0,2.2,1666,4.2,0.83,0.0,0.0,0,0,1,0,0,1
3034,529,10,8.0,73.0,2.8,1641,3.4,1.44,0.0,0.0,0,0,1,0,0,1
3035,598,11,8.3,69.0,4.1,1217,2.9,1.81,0.0,0.0,0,0,1,0,0,1
3037,683,13,7.9,58.0,4.3,488,0.1,1.88,0.0,0.0,0,0,1,0,0,1
3038,572,14,7.4,56.0,3.5,461,-0.8,1.04,0.0,0.0,0,0,1,0,0,1
3039,545,15,6.8,50.0,4.1,660,-2.9,0.56,0.0,0.0,0,0,1,0,0,1
3040,585,16,6.6,50.0,4.0,645,-3.1,0.81,0.0,0.0,0,0,1,0,0,1
3043,659,19,4.8,48.0,3.8,1126,-5.3,0.17,0.0,0.0,0,0,1,0,0,1
3045,447,21,4.0,67.0,3.0,794,-1.5,0.0,0.0,0.0,0,0,1,0,0,1
3046,499,22,3.9,68.0,3.0,737,-1.4,0.0,0.0,0.0,0,0,1,0,0,1
3047,312,23,3.8,75.0,4.1,604,-0.2,0.0,0.0,0.0,0,0,1,0,0,1
3048,282,0,3.0,67.0,3.3,945,-2.5,0.0,0.0,0.0,0,0,1,0,0,0
3049,225,1,2.6,67.0,2.7,1053,-2.9,0.0,0.0,0.0,0,0,1,0,0,0
3050,123,2,1.8,81.0,2.9,325,-1.1,0.0,0.0,0.0,0,0,1,0,0,0
3054,108,6,1.7,58.0,3.8,1189,-5.6,0.0,0.0,0.0,0,0,1,0,0,0
3056,399,8,2.4,44.0,4.3,1375,-8.6,0.41,0.0,0.0,0,0,1,0,0,0
3057,426,9,3.4,37.0,3.6,1668,-9.9,1.07,0.0,0.0,0,0,1,0,0,0
3060,697,12,6.0,23.0,4.2,1990,-13.6,2.0,0.0,0.0,0,0,1,0,0,0
3066,714,18,6.4,43.0,3.7,2000,-5.2,0.92,0.0,0.0,0,0,1,0,0,0
3067,518,19,4.9,47.0,3.5,2000,-5.4,0.2,0.0,0.0,0,0,1,0,0,0
3068,458,20,4.2,44.0,4.1,2000,-6.9,0.0,0.0,0.0,0,0,1,0,0,0
3069,443,21,3.8,39.0,3.2,2000,-8.9,0.0,0.0,0.0,0,0,1,0,0,0
3070,426,22,3.5,41.0,2.8,2000,-8.5,0.0,0.0,0.0,0,0,1,0,0,0
3071,368,23,3.1,39.0,3.1,2000,-9.5,0.0,0.0,0.0,0,0,1,0,0,0
3072,325,0,2.9,46.0,2.2,2000,-7.6,0.0,0.0,0.0,0,0,1,0,0,0
3073,224,1,2.4,46.0,1.7,2000,-8.0,0.0,0.0,0.0,0,0,1,0,0,0
3074,191,2,2.2,49.0,1.9,2000,-7.4,0.0,0.0,0.0,0,0,1,0,0,0
3075,141,3,2.0,50.0,2.0,2000,-7.3,0.0,0.0,0.0,0,0,1,0,0,0
3076,90,4,1.7,51.0,1.3,2000,-7.3,0.0,0.0,0.0,0,0,1,0,0,0
3077,59,5,1.3,51.0,1.6,2000,-7.7,0.0,0.0,0.0,0,0,1,0,0,0
3078,101,6,0.9,52.0,1.1,2000,-7.8,0.0,0.0,0.0,0,0,1,0,0,0
3079,159,7,0.9,54.0,0.8,2000,-7.3,0.11,0.0,0.0,0,0,1,0,0,0
3080,332,8,2.9,53.0,1.5,1892,-5.7,0.68,0.0,0.0,0,0,1,0,0,0
3081,405,9,5.1,46.0,2.7,1888,-5.5,1.34,0.0,0.0,0,0,1,0,0,0
3082,494,10,6.3,39.0,2.8,2000,-6.6,1.55,0.0,0.0,0,0,1,0,0,0
3083,586,11,6.4,29.0,2.7,2000,-10.3,0.9,0.0,0.0,0,0,1,0,0,0
3084,709,12,6.9,30.0,1.8,1994,-9.5,0.85,0.0,0.0,0,0,1,0,0,0
3085,847,13,7.4,27.0,1.8,2000,-10.4,0.86,0.0,0.0,0,0,1,0,0,0
3086,777,14,7.9,27.0,1.0,1985,-9.9,0.75,0.0,0.0,0,0,1,0,0,0
3087,343,15,7.3,38.0,0.8,2000,-6.1,0.38,0.0,0.0,0,0,1,0,0,0
3088,137,16,6.1,65.0,1.5,1465,0.0,0.21,0.0,0.0,0,0,1,0,0,0
3092,93,20,2.7,90.0,1.5,639,1.2,0.0,0.0,0.0,0,0,1,0,0,0
3093,170,21,2.8,88.0,2.1,592,1.0,0.0,0.0,0.0,0,0,1,0,0,0
3094,177,22,2.7,88.0,2.0,621,0.9,0.0,0.0,0.0,0,0,1,0,0,0
3095,182,23,2.9,85.0,0.9,829,0.6,0.0,0.0,0.0,0,0,1,0,0,0
3096,197,0,3.2,84.0,0.6,785,0.7,0.0,0.0,0.0,0,0,1,0,0,1
3097,140,1,2.8,87.0,0.8,462,0.8,0.0,0.0,0.0,0,0,1,0,0,1
3098,97,2,2.2,88.0,0.5,508,0.4,0.0,0.0,0.0,0,0,1,0,0,1
3099,52,3,1.6,94.0,0.3,426,0.7,0.0,0.0,0.0,0,0,1,0,0,1
3100,43,4,1.1,95.0,0.5,345,0.3,0.0,0.0,0.0,0,0,1,0,0,1
3101,91,5,0.7,96.0,1.0,206,0.1,0.0,0.0,0.0,0,0,1,0,0,1
3102,239,6,0.1,97.0,0.6,77,-0.3,0.0,0.0,0.0,0,0,1,0,0,1
3103,651,7,0.6,97.0,1.3,66,0.1,0.05,0.0,0.0,0,0,1,0,0,1
3104,1163,8,1.0,97.0,0.9,148,0.5,0.22,0.0,0.0,0,0,1,0,0,1
3105,682,9,2.6,96.0,1.1,316,2.0,0.87,0.0,0.0,0,0,1,0,0,1
3106,506,10,5.2,73.0,1.0,668,0.7,2.08,0.0,0.0,0,0,1,0,0,1
3112,1185,16,15.3,24.0,1.5,1534,-5.1,2.0,0.0,0.0,0,0,1,0,0,1
3113,1479,17,15.3,26.0,0.9,1257,-4.1,1.39,0.0,0.0,0,0,1,0,0,1
3115,1599,19,13.4,33.0,1.2,1356,-2.5,0.15,0.0,0.0,0,0,1,0,0,1
3116,1362,20,11.7,34.0,0.9,1393,-3.6,0.0,0.0,0.0,0,0,1,0,0,1
3117,1232,21,10.3,38.0,0.5,1433,-3.4,0.0,0.0,0.0,0,0,1,0,0,1
3118,1069,22,9.6,41.0,0.5,1428,-3.0,0.0,0.0,0.0,0,0,1,0,0,1
3119,623,23,9.6,43.0,1.2,1333,-2.3,0.0,0.0,0.0,0,0,1,0,0,1
3120,485,0,9.0,46.0,1.2,1259,-2.0,0.0,0.0,0.0,0,0,1,0,0,1
3121,376,1,9.0,44.0,1.0,1314,-2.6,0.0,0.0,0.0,0,0,1,0,0,1
3122,250,2,8.8,43.0,1.0,1490,-3.1,0.0,0.0,0.0,0,0,1,0,0,1
3123,149,3,8.1,48.0,0.8,1455,-2.2,0.0,0.0,0.0,0,0,1,0,0,1
3124,102,4,7.5,48.0,1.0,1458,-2.8,0.0,0.0,0.0,0,0,1,0,0,1
3125,123,5,7.1,53.0,0.8,1392,-1.8,0.0,0.0,0.0,0,0,1,0,0,1
3126,370,6,6.9,51.0,0.9,1546,-2.5,0.0,0.0,0.0,0,0,1,0,0,1
3127,981,7,7.2,50.0,1.1,1454,-2.5,0.1,0.0,0.0,0,0,1,0,0,1
3128,1702,8,9.6,38.0,1.4,1527,-4.0,0.58,0.0,0.0,0,0,1,0,0,1
3129,982,9,11.9,35.0,1.1,1664,-3.1,0.95,0.0,0.0,0,0,1,0,0,1
3130,703,10,15.2,31.0,1.6,1757,-1.8,1.84,0.0,0.0,0,0,1,0,0,1
3168,504,0,9.5,40.0,2.4,1987,-3.4,0.0,0.0,0.0,0,0,1,0,0,1
3169,374,1,8.9,40.0,2.1,2000,-3.9,0.0,0.0,0.0,0,0,1,0,0,1
3170,269,2,8.1,45.0,1.0,2000,-3.1,0.0,0.0,0.0,0,0,1,0,0,1
3171,182,3,7.8,49.0,1.4,1972,-2.2,0.0,0.0,0.0,0,0,1,0,0,1
3172,98,4,7.5,53.0,1.0,1701,-1.4,0.0,0.0,0.0,0,0,1,0,0,1
3173,144,5,7.1,57.0,0.8,1746,-0.8,0.0,0.0,0.0,0,0,1,0,0,1
3174,375,6,7.1,55.0,1.8,1780,-1.3,0.0,0.0,0.0,0,0,1,0,0,1
3175,1054,7,7.6,54.0,1.7,1690,-1.1,0.13,0.0,0.0,0,0,1,0,0,1
3176,1789,8,8.9,48.0,1.1,1444,-1.5,0.69,0.0,0.0,0,0,1,0,0,1
3177,952,9,11.5,43.0,1.7,1818,-0.6,1.43,0.0,0.0,0,0,1,0,0,1
